Number Objects, CPU Usage
1,0.0
2,14.607455903040798
3,11.79407321985447
4,14.653121178284682
5,13.68371442471418
6,15.36452490464438
7,13.886531443605193
8,14.613143908421913
9,8.51189485942439
10,20.74765926197907
11,19.303361046534537
12,18.800210508227007
13,20.357617283087464
14,23.574420962749493
15,20.498387526258174
16,15.937103498278049
17,21.323660184965615
18,17.77092487691249
19,11.185277023943899
20,19.431469090603038
21,16.010902303482798
22,19.762422493971755
23,15.142852266521025
24,20.64688198361179
25,18.65638002773925
26,20.584762830752133
27,17.792278682016676
28,15.831627751555907
29,16.152032999410725
30,13.67450980392157
31,14.746551136847483
32,16.151836920106753
33,12.069006600424142
34,10.711797491871806
35,17.531213421771362
36,16.105685167607533
37,16.899130524790394
38,18.109250595091524
39,14.46126408282222
40,13.68321718931475
41,17.51906299374871
42,15.848129958443522
43,16.876705320600273
44,14.398652817770467
45,14.410173160173159
46,14.412432585864321
47,14.351362391273007
48,15.020592813594499
49,15.396412789186378
50,14.054726368159203
51,13.129995298542548
52,16.234556518532177
53,19.793786029162426
54,16.521123751535544
55,19.020337781215755
56,19.96024906877189
57,15.076557128008316
58,18.32139564569889
59,14.475468043899289
60,14.387418550398198
61,12.826656070309944
62,16.915358115686587
63,14.912516253038612
64,12.005676147704591
65,13.39020114739004
66,13.068261173184355
67,16.53633457184827
68,14.591401161767296
69,11.55438195832144
70,11.446056210335449
71,12.991046220859886
72,21.503710504169536
73,12.672328270388617
74,13.677402053430047
75,17.728714254998927
76,15.908760978442333
77,14.273903077930584
78,14.593194320071639
79,14.676510754523727
80,16.997673617094605
81,12.86756717607011
82,16.907408761793317
83,14.582924315303819
84,11.340246527098415
85,11.559530824187965
86,13.323640550274545
87,15.848385573460835
88,10.028477121221927
89,15.913852004640969
90,10.023632680621201
91,3.2462951384781764
92,12.116528143793499
93,13.9279103589608
94,9.935115733284249
95,9.821228737690243
96,14.701887580970954
97,13.617168304668304
98,15.893147620984141
99,14.885187580853817
100,16.196140676273362
