Number Objects, CPU Usage
1,21.820382041452795
2,1.957710300490773
3,18.738656987295826
4,17.614472608340147
5,17.914151842439644
6,14.301813209076176
7,12.822691777675702
8,16.491868655479593
9,32.11398544866613
10,20.195075151902785
11,19.42174343734522
12,21.08328334333133
13,28.273683092608326
14,17.860265827212313
15,18.547232824427482
16,20.67174515235457
17,17.412365034758174
18,20.54612661391087
19,15.909210664980503
20,18.705941591137965
21,17.62882189437674
22,15.444670739986421
23,18.14821182943604
24,24.002954209748893
25,15.557972480777012
26,17.12031633906634
27,20.709849157054126
28,13.978392721758908
29,13.494318181818182
30,15.496469549867609
31,14.17496370047708
32,14.534632480039509
33,11.007068573285668
34,12.49384236453202
35,15.020386952350496
36,18.950198737432782
37,17.70416904625928
38,13.071700809909482
39,12.691779967568916
40,18.6936198130228
41,16.6511276860238
42,13.144582245430808
43,11.549238791656677
44,11.449553402943767
45,9.108345483579809
46,12.498422513881877
47,19.421835531855177
48,16.582871012482663
49,7.673103823437985
50,10.960634736706579
51,12.458267439817256
52,20.54316783831283
53,8.557948913457873
54,15.266558966074314
55,14.863119834710744
56,13.790472142801946
57,18.002699922859346
58,15.476042701092355
59,15.473455844818783
60,12.904934907659705
61,16.23032904148784
62,11.456778699779118
63,9.725700339558575
64,22.130448683789833
65,9.925857275254865
66,18.640908320623623
67,10.808002078461938
68,19.330357142857142
69,10.0561531161025
70,9.888698630136988
71,10.194934547524188
72,13.865032419519963
73,15.841554379210779
74,13.157198972654479
75,19.248567650947553
76,14.15367203219316
77,15.719235455376179
78,16.262708787218592
79,14.14089137847053
80,21.888954171562865
81,14.439955419336863
82,15.100608329433785
83,8.78694731699373
84,10.814699271430786
85,6.386007085020243
86,16.037357704024373
87,10.893505903723888
88,15.61962134251291
89,12.841303988085388
90,13.431156222418359
91,8.239095315024231
92,12.024837407490468
93,14.42745312215547
94,7.728025009194557
95,12.667600135777324
96,14.18095365657648
97,15.132295296167248
98,15.024123323134855
99,10.777423561802637
100,13.210135571336345
