Total Objects,CPU Usage
1,24.694989948971703
2,25.779123251666196
3,16.329741839129507
4,20.9960139002453
5,26.819428656155786
6,23.436001917545543
7,24.183408728046835
8,25.015264586160107
9,27.589989587981556
10,24.399638336347195
11,22.636765343743225
12,28.318347248983088
13,21.231873168532573
14,27.580762458853247
15,22.264705882352942
