Total Objects,CPU Usage
1,19.32630826182063
2,18.231454620803976
3,6.802077461953458
4,10.48666145775198
5,16.907162726008345
6,22.36058568025781
7,15.669278485145282
8,20.383473095737248
9,19.16560947246009
10,8.952482037883735
11,19.962889827046165
12,21.21510922330097
13,23.472474289171206
14,20.168067226890756
15,19.895919492693686
